ts_ms,event,x,y,heading,fx,fy,ang_z,enc1,enc2,tof_izq,tof_cen,tof_der,corr_pid,run_phase,extra
28324,SAMPLE,1,15,1,1.000,15.000,165.73,18761,8485,263,86,85,-35.0,0,
28675,SAMPLE,1,15,1,1.000,15.000,134.36,18761,8485,263,86,85,-35.0,0,
29026,SAMPLE,1,15,1,1.000,15.000,103.32,18761,8485,263,86,85,-35.0,0,
29377,SAMPLE,1,15,1,1.000,15.000,90.00,18761,8485,263,86,85,-35.0,0,
29377,FWD,2,15,1,1.000,15.000,90.00,20136,9172,263,86,85,15.0,0,
29742,SAMPLE,2,15,1,1.418,15.000,90.00,20136,9172,272,86,104,23.2,0,
30106,SAMPLE,2,15,1,1.699,15.000,90.00,20136,9172,272,86,104,24.9,0,
30456,SAMPLE,2,15,1,1.866,15.000,90.00,20136,9172,272,86,104,23.5,0,
30818,SAMPLE,2,15,1,1.958,15.000,90.00,20136,9172,272,86,104,24.8,0,
31169,SAMPLE,2,15,1,1.993,15.000,90.00,20136,9172,272,86,104,23.7,0,
31533,SAMPLE,2,15,1,2.000,15.000,90.00,20136,9172,272,86,104,23.7,0,
31599,TURN_L,2,15,0,2.000,15.000,90.00,19272,9604,272,86,104,-35.0,0,
31949,SAMPLE,2,15,0,2.000,15.000,75.73,19272,9604,272,86,104,-35.0,0,
32314,SAMPLE,2,15,0,2.000,15.000,43.00,19272,9604,272,86,104,-35.0,0,
32678,SAMPLE,2,15,0,2.000,15.000,11.44,19272,9604,272,86,104,-35.0,0,
32992,FWD,2,14,0,2.000,15.000,0.00,20639,10291,272,86,104,14.4,0,
33342,SAMPLE,2,14,0,2.000,14.597,0.00,20639,10291,83,93,247,20.1,0,
33707,SAMPLE,2,14,0,2.000,14.310,0.00,20639,10291,83,93,247,23.4,0,
34058,SAMPLE,2,14,0,2.000,14.139,0.00,20639,10291,83,93,247,21.4,0,
34419,SAMPLE,2,14,0,2.000,14.045,0.00,20639,10291,83,93,247,22.6,0,
34785,SAMPLE,2,14,0,2.000,14.007,0.00,20639,10291,83,93,247,22.3,0,
35151,SAMPLE,2,14,0,2.000,14.000,0.00,20639,10291,83,93,247,22.2,0,
35217,TURN_R,2,14,1,2.000,14.000,0.00,21503,9859,83,93,247,35.0,0,
35582,SAMPLE,2,14,1,2.000,14.000,15.38,21503,9859,83,93,247,35.0,0,
35933,SAMPLE,2,14,1,2.000,14.000,47.09,21503,9859,83,93,247,35.0,0,
36295,SAMPLE,2,14,1,2.000,14.000,78.49,21503,9859,83,93,247,35.0,0,
36608,FWD,3,14,1,2.000,14.000,90.00,22879,10546,83,93,247,14.1,0,
36972,SAMPLE,3,14,1,2.417,14.000,90.00,22879,10546,102,83,264,21.1,0,
37322,SAMPLE,3,14,1,2.689,14.000,90.00,22879,10546,102,83,264,22.9,0,
37673,SAMPLE,3,14,1,2.861,14.000,90.00,22879,10546,102,83,264,21.6,0,
38023,SAMPLE,3,14,1,2.953,14.000,90.00,22879,10546,102,83,264,23.8,0,
38388,SAMPLE,3,14,1,2.993,14.000,90.00,22879,10546,102,83,264,23.1,0,
38749,SAMPLE,3,14,1,3.000,14.000,90.00,22879,10546,102,83,264,23.7,0,
38833,TURN_R,3,14,2,3.000,14.000,90.00,23743,10114,102,83,264,35.0,0,
39183,SAMPLE,3,14,2,3.000,14.000,104.27,23743,10114,102,83,264,35.0,0,
39533,SAMPLE,3,14,2,3.000,14.000,135.54,23743,10114,102,83,264,35.0,0,
39898,SAMPLE,3,14,2,3.000,14.000,167.60,23743,10114,102,83,264,35.0,0,
40232,FWD,3,15,2,3.000,14.000,180.00,25117,10802,102,83,264,13.6,0,
40595,SAMPLE,3,15,2,3.000,14.416,180.00,25117,10802,345,91,92,21.0,0,
40958,SAMPLE,3,15,2,3.000,14.697,180.00,25117,10802,345,91,92,19.3,0,
41322,SAMPLE,3,15,2,3.000,14.869,180.00,25117,10802,345,91,92,21.1,0,
41686,SAMPLE,3,15,2,3.000,14.960,180.00,25117,10802,345,91,92,21.5,0,
42036,SAMPLE,3,15,2,3.000,14.994,180.00,25117,10802,345,91,92,20.9,0,
42398,SAMPLE,3,15,2,3.000,15.000,180.00,25117,10802,345,91,92,20.9,0,
42449,TURN_L,3,15,1,3.000,15.000,180.00,24253,11234,345,91,92,-35.0,0,
42799,SAMPLE,3,15,1,3.000,15.000,165.73,24253,11234,345,91,92,-35.0,0,
43162,SAMPLE,3,15,1,3.000,15.000,133.20,24253,11234,345,91,92,-35.0,0,
43527,SAMPLE,3,15,1,3.000,15.000,101.51,24253,11234,345,91,92,-35.0,0,
43841,FWD,4,15,1,3.000,15.000,90.00,25627,11927,345,91,92,10.3,0,
44192,SAMPLE,4,15,1,3.404,15.000,90.00,25627,11927,95,280,100,16.6,0,
44507,FWD,5,15,1,4.000,15.000,90.00,26988,12614,95,280,100,7.6,0,
44859,SAMPLE,5,15,1,4.405,15.000,90.00,26988,12614,81,332,89,11.5,0,
45176,FWD,6,15,1,5.000,15.000,90.00,28352,13306,81,332,89,2.1,0,
45542,SAMPLE,6,15,1,5.419,15.000,90.00,28352,13306,88,348,91,2.6,0,
45840,FWD,7,15,1,6.000,15.000,90.00,29731,13992,88,348,91,5.2,0,
46192,SAMPLE,7,15,1,6.405,15.000,90.00,29731,13992,86,266,93,8.1,0,
46511,FWD,8,15,1,7.000,15.000,90.00,31104,14680,86,266,93,2.6,0,
46875,SAMPLE,8,15,1,7.417,15.000,90.00,31104,14680,268,88,30,5.0,0,
47225,SAMPLE,8,15,1,7.689,15.000,90.00,31104,14680,268,88,30,5.9,0,
47576,SAMPLE,8,15,1,7.861,15.000,90.00,31104,14680,268,88,30,9.3,0,
47942,SAMPLE,8,15,1,7.956,15.000,90.00,31104,14680,268,88,30,12.2,0,
48303,SAMPLE,8,15,1,7.993,15.000,90.00,31104,14680,268,88,30,11.2,0,
48666,SAMPLE,8,15,1,8.000,15.000,90.00,31104,14680,268,88,30,12.7,0,
48734,TURN_L,8,15,0,8.000,15.000,90.00,30240,15112,268,88,30,-35.0,0,
49100,SAMPLE,8,15,0,8.000,15.000,74.54,30240,15112,268,88,30,-35.0,0,
49461,SAMPLE,8,15,0,8.000,15.000,41.84,30240,15112,268,88,30,-35.0,0,
49826,SAMPLE,8,15,0,8.000,15.000,10.58,30240,15112,268,88,30,-35.0,0,
50124,FWD,8,14,0,8.000,15.000,0.00,31609,15799,268,88,30,3.0,0,
50475,SAMPLE,8,14,0,8.000,14.596,0.00,31609,15799,360,96,88,5.1,0,
50828,SAMPLE,8,14,0,8.000,14.317,0.00,31609,15799,360,96,88,4.9,0,
51194,SAMPLE,8,14,0,8.000,14.138,0.00,31609,15799,360,96,88,8.8,0,
51545,SAMPLE,8,14,0,8.000,14.046,0.00,31609,15799,360,96,88,8.4,0,
51911,SAMPLE,8,14,0,8.000,14.007,0.00,31609,15799,360,96,88,11.5,0,
52273,SAMPLE,8,14,0,8.000,14.000,0.00,31609,15799,360,96,88,10.3,0,
52340,TURN_L,8,14,3,8.000,14.000,0.00,30745,16231,360,96,88,-35.0,0,
52706,SAMPLE,8,14,3,8.000,14.000,344.54,30745,16231,360,96,88,-35.0,0,
53071,SAMPLE,8,14,3,8.000,14.000,311.45,30745,16231,360,96,88,-35.0,0,
53423,SAMPLE,8,14,3,8.000,14.000,281.17,30745,16231,360,96,88,-35.0,0,
53742,FWD,7,14,3,8.000,14.000,270.00,32126,16920,360,96,88,2.5,0,
54094,SAMPLE,7,14,3,7.595,14.000,270.00,32126,16920,96,262,77,4.7,0,
54412,FWD,6,14,3,7.000,14.000,270.00,33494,17605,96,262,77,1.1,0,
54763,SAMPLE,6,14,3,6.596,14.000,270.00,33494,17605,99,86,343,4.5,0,
55128,SAMPLE,6,14,3,6.309,14.000,270.00,33494,17605,99,86,343,5.0,0,
55489,SAMPLE,6,14,3,6.135,14.000,270.00,33494,17605,99,86,343,6.6,0,
55843,SAMPLE,6,14,3,6.044,14.000,270.00,33494,17605,99,86,343,7.2,0,
56205,SAMPLE,6,14,3,6.007,14.000,270.00,33494,17605,99,86,343,10.3,0,
56558,SAMPLE,6,14,3,6.000,14.000,270.00,33494,17605,99,86,343,10.1,0,
56625,TURN_R,6,14,0,6.000,14.000,270.00,34358,17173,99,86,343,35.0,0,
56975,SAMPLE,6,14,0,6.000,14.000,284.27,34358,17173,99,86,343,35.0,0,
57326,SAMPLE,6,14,0,6.000,14.000,315.64,34358,17173,99,86,343,35.0,0,
57676,SAMPLE,6,14,0,6.000,14.000,346.61,34358,17173,99,86,343,35.0,0,
58030,SAMPLE,6,14,0,6.000,14.000,0.00,34358,17173,99,86,343,35.0,0,
58030,FWD,6,13,0,6.000,14.000,0.00,35725,17851,99,86,343,8.9,0,
58383,SAMPLE,6,13,0,6.000,13.594,0.00,35725,17851,100,266,102,9.6,0,
58703,FWD,6,12,0,6.000,13.000,0.00,37107,18539,100,266,102,7.4,0,
59053,SAMPLE,6,12,0,6.000,12.597,0.00,37107,18539,84,74,279,9.2,0,
59417,SAMPLE,6,12,0,6.000,12.311,0.00,37107,18539,84,74,279,13.9,0,
59782,SAMPLE,6,12,0,6.000,12.134,0.00,37107,18539,84,74,279,15.2,0,
60144,SAMPLE,6,12,0,6.000,12.042,0.00,37107,18539,84,74,279,14.0,0,
60497,SAMPLE,6,12,0,6.000,12.007,0.00,37107,18539,84,74,279,15.2,0,
60863,SAMPLE,6,12,0,6.000,12.000,0.00,37107,18539,84,74,279,14.2,0,
60929,TURN_R,6,12,1,6.000,12.000,0.00,37971,18107,84,74,279,35.0,0,
61280,SAMPLE,6,12,1,6.000,12.000,14.34,37971,18107,84,74,279,35.0,0,
61632,SAMPLE,6,12,1,6.000,12.000,45.83,37971,18107,84,74,279,35.0,0,
61982,SAMPLE,6,12,1,6.000,12.000,76.75,37971,18107,84,74,279,35.0,0,
62328,FWD,7,12,1,6.000,12.000,90.00,39332,18791,84,74,279,6.7,0,
62692,SAMPLE,7,12,1,6.417,12.000,90.00,39332,18791,98,102,271,7.0,0,
63058,SAMPLE,7,12,1,6.699,12.000,90.00,39332,18791,98,102,271,9.9,0,
63422,SAMPLE,7,12,1,6.871,12.000,90.00,39332,18791,98,102,271,13.6,0,
63787,SAMPLE,7,12,1,6.961,12.000,90.00,39332,18791,98,102,271,12.4,0,
64137,SAMPLE,7,12,1,6.994,12.000,90.00,39332,18791,98,102,271,13.4,0,
64502,SAMPLE,7,12,1,7.000,12.000,90.00,39332,18791,98,102,271,12.1,0,
64552,TURN_R,7,12,2,7.000,12.000,90.00,40196,18359,98,102,271,35.0,0,
64916,SAMPLE,7,12,2,7.000,12.000,105.38,40196,18359,98,102,271,35.0,0,
65281,SAMPLE,7,12,2,7.000,12.000,138.45,40196,18359,98,102,271,35.0,0,
65644,SAMPLE,7,12,2,7.000,12.000,169.49,40196,18359,98,102,271,35.0,0,
65942,FWD,7,13,2,7.000,12.000,180.00,41571,19048,98,102,271,5.0,0,
66293,SAMPLE,7,13,2,7.000,12.404,180.00,41571,19048,259,76,96,6.5,0,
66656,SAMPLE,7,13,2,7.000,12.689,180.00,41571,19048,259,76,96,9.7,0,
67008,SAMPLE,7,13,2,7.000,12.861,180.00,41571,19048,259,76,96,12.7,0,
67363,SAMPLE,7,13,2,7.000,12.954,180.00,41571,19048,259,76,96,11.3,0,
67713,SAMPLE,7,13,2,7.000,12.992,180.00,41571,19048,259,76,96,12.0,0,
68066,SAMPLE,7,13,2,7.000,13.000,180.00,41571,19048,259,76,96,13.9,0,
68166,TURN_L,7,13,1,7.000,13.000,180.00,40707,19480,259,76,96,-35.0,0,
68530,SAMPLE,7,13,1,7.000,13.000,164.70,40707,19480,259,76,96,-35.0,0,
68896,SAMPLE,7,13,1,7.000,13.000,131.55,40707,19480,259,76,96,-35.0,0,
69262,SAMPLE,7,13,1,7.000,13.000,100.32,40707,19480,259,76,96,-35.0,0,
69562,FWD,8,13,1,7.000,13.000,90.00,42079,20166,259,76,96,5.6,0,
69927,SAMPLE,8,13,1,7.418,13.000,90.00,42079,20166,264,86,95,7.6,0,
70278,SAMPLE,8,13,1,7.691,13.000,90.00,42079,20166,264,86,95,8.2,0,
70630,SAMPLE,8,13,1,7.862,13.000,90.00,42079,20166,264,86,95,9.8,0,
70996,SAMPLE,8,13,1,7.956,13.000,90.00,42079,20166,264,86,95,13.3,0,
71361,SAMPLE,8,13,1,7.993,13.000,90.00,42079,20166,264,86,95,14.6,0,
71711,SAMPLE,8,13,1,8.000,13.000,90.00,42079,20166,264,86,95,13.9,0,
71778,TURN_L,8,13,0,8.000,13.000,90.00,41215,20598,264,86,95,-35.0,0,
72130,SAMPLE,8,13,0,8.000,13.000,75.59,41215,20598,264,86,95,-35.0,0,
72480,SAMPLE,8,13,0,8.000,13.000,44.27,41215,20598,264,86,95,-35.0,0,
72842,SAMPLE,8,13,0,8.000,13.000,12.47,41215,20598,264,86,95,-35.0,0,
73177,FWD,8,12,0,8.000,13.000,0.00,42587,21287,264,86,95,3.5,0,
73531,SAMPLE,8,12,0,8.000,12.593,0.00,42587,21287,98,78,265,5.4,0,
73897,SAMPLE,8,12,0,8.000,12.307,0.00,42587,21287,98,78,265,6.5,0,
74260,SAMPLE,8,12,0,8.000,12.133,0.00,42587,21287,98,78,265,7.7,0,
74626,SAMPLE,8,12,0,8.000,12.041,0.00,42587,21287,98,78,265,10.5,0,
74976,SAMPLE,8,12,0,8.000,12.007,0.00,42587,21287,98,78,265,12.0,0,
75342,SAMPLE,8,12,0,8.000,12.000,0.00,42587,21287,98,78,265,11.7,0,
75392,TURN_R,8,12,1,8.000,12.000,0.00,43451,20855,98,78,265,35.0,0,
75744,SAMPLE,8,12,1,8.000,12.000,14.41,43451,20855,98,78,265,35.0,0,
76110,SAMPLE,8,12,1,8.000,12.000,47.29,43451,20855,98,78,265,35.0,0,
76474,SAMPLE,8,12,1,8.000,12.000,78.76,43451,20855,98,78,265,35.0,0,
76792,FWD,9,12,1,8.000,12.000,90.00,44834,21541,98,78,265,8.1,0,
77142,SAMPLE,9,12,1,8.403,12.000,90.00,44834,21541,275,85,30,10.1,0,
77492,SAMPLE,9,12,1,8.681,12.000,90.00,44834,21541,275,85,30,12.8,0,
77858,SAMPLE,9,12,1,8.861,12.000,90.00,44834,21541,275,85,30,17.6,0,
78208,SAMPLE,9,12,1,8.953,12.000,90.00,44834,21541,275,85,30,14.8,0,
78561,SAMPLE,9,12,1,8.992,12.000,90.00,44834,21541,275,85,30,15.6,0,
78925,SAMPLE,9,12,1,9.000,12.000,90.00,44834,21541,275,85,30,16.1,0,
79009,TURN_L,9,12,0,9.000,12.000,90.00,43970,21973,275,85,30,-35.0,0,
79362,SAMPLE,9,12,0,9.000,12.000,75.59,43970,21973,275,85,30,-35.0,0,
79712,SAMPLE,9,12,0,9.000,12.000,44.17,43970,21973,275,85,30,-35.0,0,
80078,SAMPLE,9,12,0,9.000,12.000,12.12,43970,21973,275,85,30,-35.0,0,
80413,FWD,9,11,0,9.000,12.000,0.00,45346,22665,275,85,30,4.4,0,
80763,SAMPLE,9,11,0,9.000,11.597,0.00,45346,22665,224,91,90,8.5,0,
81114,SAMPLE,9,11,0,9.000,11.319,0.00,45346,22665,224,91,90,9.8,0,
81466,SAMPLE,9,11,0,9.000,11.144,0.00,45346,22665,224,91,90,9.8,0,
81820,SAMPLE,9,11,0,9.000,11.048,0.00,45346,22665,224,91,90,13.1,0,
82184,SAMPLE,9,11,0,9.000,11.008,0.00,45346,22665,224,91,90,12.2,0,
82548,SAMPLE,9,11,0,9.000,11.000,0.00,45346,22665,224,91,90,13.4,0,
82632,TURN_L,9,11,3,9.000,11.000,0.00,44482,23097,224,91,90,-35.0,0,
82982,SAMPLE,9,11,3,9.000,11.000,345.73,44482,23097,224,91,90,-35.0,0,
83347,SAMPLE,9,11,3,9.000,11.000,313.00,44482,23097,224,91,90,-35.0,0,
83698,SAMPLE,9,11,3,9.000,11.000,282.33,44482,23097,224,91,90,-35.0,0,
84030,FWD,8,11,3,9.000,11.000,270.00,45864,23789,224,91,90,2.6,0,
84380,SAMPLE,8,11,3,8.597,11.000,270.00,45864,23789,37,88,347,6.5,0,
84746,SAMPLE,8,11,3,8.310,11.000,270.00,45864,23789,37,88,347,7.7,0,
85104,SAMPLE,8,11,3,8.136,11.000,270.00,45864,23789,37,88,347,10.1,0,
85470,SAMPLE,8,11,3,8.043,11.000,270.00,45864,23789,37,88,347,10.7,0,
85836,SAMPLE,8,11,3,8.006,11.000,270.00,45864,23789,37,88,347,11.5,0,
86187,SAMPLE,8,11,3,8.000,11.000,270.00,45864,23789,37,88,347,13.5,0,
86254,TURN_R,8,11,0,8.000,11.000,270.00,46728,23357,37,88,347,35.0,0,
86618,SAMPLE,8,11,0,8.000,11.000,285.30,46728,23357,37,88,347,35.0,0,
86979,SAMPLE,8,11,0,8.000,11.000,317.87,46728,23357,37,88,347,35.0,0,
87339,SAMPLE,8,11,0,8.000,11.000,348.96,46728,23357,37,88,347,35.0,0,
87652,FWD,8,10,0,8.000,11.000,0.00,48107,24045,37,88,347,4.4,0,
88017,SAMPLE,8,10,0,8.000,10.582,0.00,48107,24045,99,276,91,6.1,0,
88317,FWD,8,9,0,8.000,10.000,0.00,49489,24725,99,276,91,13.0,0,
88667,SAMPLE,8,9,0,8.000,9.597,0.00,49489,24725,107,89,343,15.0,0,
89017,SAMPLE,8,9,0,8.000,9.319,0.00,49489,24725,107,89,343,19.0,0,
89378,SAMPLE,8,9,0,8.000,9.141,0.00,49489,24725,107,89,343,18.4,0,
89737,SAMPLE,8,9,0,8.000,9.046,0.00,49489,24725,107,89,343,18.7,0,
90101,SAMPLE,8,9,0,8.000,9.007,0.00,49489,24725,107,89,343,16.8,0,
90465,SAMPLE,8,9,0,8.000,9.000,0.00,49489,24725,107,89,343,17.2,0,
90532,TURN_R,8,9,1,8.000,9.000,0.00,50353,24293,107,89,343,35.0,0,
90884,SAMPLE,8,9,1,8.000,9.000,14.41,50353,24293,107,89,343,35.0,0,
91244,SAMPLE,8,9,1,8.000,9.000,46.71,50353,24293,107,89,343,35.0,0,
91595,SAMPLE,8,9,1,8.000,9.000,77.46,50353,24293,107,89,343,35.0,0,
91937,FWD,9,9,1,8.000,9.000,90.00,51737,24980,107,89,343,13.9,0,
92299,SAMPLE,9,9,1,8.414,9.000,90.00,51737,24980,88,271,90,18.9,0,
92610,FWD,10,9,1,9.000,9.000,90.00,53112,25664,88,271,90,13.6,0,
92973,SAMPLE,10,9,1,9.415,9.000,90.00,53112,25664,358,98,93,21.8,0,
93335,SAMPLE,10,9,1,9.696,9.000,90.00,53112,25664,358,98,93,23.0,0,
93701,SAMPLE,10,9,1,9.870,9.000,90.00,53112,25664,358,98,93,21.1,0,
94065,SAMPLE,10,9,1,9.960,9.000,90.00,53112,25664,358,98,93,22.0,0,
94431,SAMPLE,10,9,1,9.994,9.000,90.00,53112,25664,358,98,93,21.8,0,
94787,SAMPLE,10,9,1,10.000,9.000,90.00,53112,25664,358,98,93,22.0,0,
94837,TURN_L,10,9,0,10.000,9.000,90.00,52248,26096,358,98,93,-35.0,0,
95203,SAMPLE,10,9,0,10.000,9.000,74.47,52248,26096,358,98,93,-35.0,0,
95568,SAMPLE,10,9,0,10.000,9.000,41.35,52248,26096,358,98,93,-35.0,0,
95929,SAMPLE,10,9,0,10.000,9.000,10.51,52248,26096,358,98,93,-35.0,0,
96240,FWD,10,8,0,10.000,9.000,0.00,53611,26782,358,98,93,12.8,0,
