ts_ms,event,x,y,heading,fx,fy,ang_z,enc1,enc2,tof_izq,tof_cen,tof_der,corr_pid,run_phase,extra
0,BOOT,0,15,0,0.000,15.000,0.00,0,0,350,350,350,2.3,0,algo=A* (A-Star)
1,FWD,0,14,0,0.000,15.000,0.00,1372,695,350,350,350,-4.9,0,
362,SAMPLE,0,14,0,0.000,14.584,0.00,1372,695,350,350,350,-5.3,0,
677,FWD,0,13,0,0.000,14.000,0.00,2734,1379,350,350,350,-4.3,0,
1043,SAMPLE,0,13,0,0.000,13.581,0.00,2734,1379,350,350,350,-7.6,0,
1354,FWD,0,12,0,0.000,13.000,0.00,4109,2065,350,350,350,-2.6,0,
1710,SAMPLE,0,12,0,0.000,12.591,0.00,4109,2065,350,350,350,-6.5,0,
2025,FWD,0,11,0,0.000,12.000,0.00,5502,2752,350,350,350,-1.3,0,
2385,SAMPLE,0,11,0,0.000,11.587,0.00,5502,2752,350,350,350,-1.6,0,
2751,SAMPLE,0,11,0,0.000,11.303,0.00,5502,2752,350,350,350,-0.3,0,
3111,SAMPLE,0,11,0,0.000,11.132,0.00,5502,2752,350,350,350,-1.6,0,
3475,SAMPLE,0,11,0,0.000,11.041,0.00,5502,2752,350,350,350,-4.2,0,
3838,SAMPLE,0,11,0,0.000,11.006,0.00,5502,2752,350,350,350,-2.0,0,
4203,SAMPLE,0,11,0,0.000,11.000,0.00,5502,2752,350,350,350,-2.8,0,
4251,TURN_R,0,11,1,0.000,11.000,0.00,6366,2320,350,350,350,35.0,0,
4616,SAMPLE,0,11,1,0.000,11.000,15.38,6366,2320,350,350,350,35.0,0,
4981,SAMPLE,0,11,1,0.000,11.000,48.45,6366,2320,350,350,350,35.0,0,
5346,SAMPLE,0,11,1,0.000,11.000,79.62,6366,2320,350,350,350,35.0,0,
5644,FWD,1,11,1,0.000,11.000,90.00,7739,3004,350,350,350,0.1,0,
6008,SAMPLE,1,11,1,0.417,11.000,90.00,7739,3004,350,350,350,-1.1,0,
6322,FWD,2,11,1,1.000,11.000,90.00,9112,3691,350,350,350,1.0,0,
6681,SAMPLE,2,11,1,1.413,11.000,90.00,9112,3691,350,350,350,1.9,0,
6997,FWD,3,11,1,2.000,11.000,90.00,10491,4378,350,350,350,0.3,0,
7347,SAMPLE,3,11,1,2.403,11.000,90.00,10491,4378,350,350,350,1.9,0,
7697,SAMPLE,3,11,1,2.681,11.000,90.00,10491,4378,350,350,350,1.5,0,
8047,SAMPLE,3,11,1,2.855,11.000,90.00,10491,4378,350,350,350,2.0,0,
8410,SAMPLE,3,11,1,2.953,11.000,90.00,10491,4378,350,350,350,3.4,0,
8773,SAMPLE,3,11,1,2.992,11.000,90.00,10491,4378,350,350,350,5.3,0,
9139,SAMPLE,3,11,1,3.000,11.000,90.00,10491,4378,350,350,350,8.3,0,
9221,TURN_R,3,11,2,3.000,11.000,90.00,11355,3946,350,350,350,35.0,0,
9585,SAMPLE,3,11,2,3.000,11.000,105.30,11355,3946,350,350,350,35.0,0,
9951,SAMPLE,3,11,2,3.000,11.000,138.45,11355,3946,350,350,350,35.0,0,
10316,SAMPLE,3,11,2,3.000,11.000,169.62,11355,3946,350,350,350,35.0,0,
10616,FWD,3,12,2,3.000,11.000,180.00,12730,4632,350,350,350,3.0,0,
10979,SAMPLE,3,12,2,3.000,11.416,180.00,12730,4632,350,350,350,3.3,0,
11338,SAMPLE,3,12,2,3.000,11.694,180.00,12730,4632,350,350,350,3.4,0,
11703,SAMPLE,3,12,2,3.000,11.868,180.00,12730,4632,350,350,350,5.8,0,
12064,SAMPLE,3,12,2,3.000,11.959,180.00,12730,4632,350,350,350,6.9,0,
12416,SAMPLE,3,12,2,3.000,11.994,180.00,12730,4632,350,350,350,8.6,0,
12766,SAMPLE,3,12,2,3.000,12.000,180.00,12730,4632,350,350,350,9.8,0,
12833,TURN_R,3,12,3,3.000,12.000,180.00,13594,4200,350,350,350,35.0,0,
13196,SAMPLE,3,12,3,3.000,12.000,195.23,13594,4200,350,350,350,35.0,0,
13558,SAMPLE,3,12,3,3.000,12.000,227.97,13594,4200,350,350,350,35.0,0,
13919,SAMPLE,3,12,3,3.000,12.000,259.03,13594,4200,350,350,350,35.0,0,
14238,FWD,2,12,3,3.000,12.000,270.00,14966,4887,350,350,350,4.6,0,
14601,SAMPLE,2,12,3,2.583,12.000,270.00,14966,4887,350,350,350,5.3,0,
14951,SAMPLE,2,12,3,2.311,12.000,270.00,14966,4887,350,350,350,5.5,0,
15316,SAMPLE,2,12,3,2.134,12.000,270.00,14966,4887,350,350,350,5.8,0,
15666,SAMPLE,2,12,3,2.044,12.000,270.00,14966,4887,350,350,350,8.4,0,
16029,SAMPLE,2,12,3,2.007,12.000,270.00,14966,4887,350,350,350,8.5,0,
16394,SAMPLE,2,12,3,2.000,12.000,270.00,14966,4887,350,350,350,10.6,0,
16461,TURN_L,2,12,2,2.000,12.000,270.00,14102,5319,350,350,350,-35.0,0,
16826,SAMPLE,2,12,2,2.000,12.000,254.62,14102,5319,350,350,350,-35.0,0,
17190,SAMPLE,2,12,2,2.000,12.000,221.64,14102,5319,350,350,350,-35.0,0,
17542,SAMPLE,2,12,2,2.000,12.000,191.37,14102,5319,350,350,350,-35.0,0,
17857,FWD,2,13,2,2.000,12.000,180.00,15480,6009,350,350,350,0.1,0,
18221,SAMPLE,2,13,2,2.000,12.416,180.00,15480,6009,350,350,350,1.4,0,
18584,SAMPLE,2,13,2,2.000,12.697,180.00,15480,6009,350,350,350,2.7,0,
18950,SAMPLE,2,13,2,2.000,12.870,180.00,15480,6009,350,350,350,4.6,0,
19300,SAMPLE,2,13,2,2.000,12.958,180.00,15480,6009,350,350,350,3.6,0,
19652,SAMPLE,2,13,2,2.000,12.993,180.00,15480,6009,350,350,350,3.5,0,
20015,SAMPLE,2,13,2,2.000,13.000,180.00,15480,6009,350,350,350,5.7,0,
20082,TURN_R,2,13,3,2.000,13.000,180.00,16344,5577,350,350,350,35.0,0,
20442,SAMPLE,2,13,3,2.000,13.000,195.01,16344,5577,350,350,350,35.0,0,
20807,SAMPLE,2,13,3,2.000,13.000,227.97,16344,5577,350,350,350,35.0,0,
21172,SAMPLE,2,13,3,2.000,13.000,259.29,16344,5577,350,350,350,35.0,0,
21474,FWD,1,13,3,2.000,13.000,270.00,17703,6262,350,350,350,-0.8,0,
21824,SAMPLE,1,13,3,1.597,13.000,270.00,17703,6262,350,350,350,-1.9,0,
22188,SAMPLE,1,13,3,1.311,13.000,270.00,17703,6262,350,350,350,-1.5,0,
22553,SAMPLE,1,13,3,1.134,13.000,270.00,17703,6262,350,350,350,-4.4,0,
22918,SAMPLE,1,13,3,1.042,13.000,270.00,17703,6262,350,350,350,-2.3,0,
23280,SAMPLE,1,13,3,1.006,13.000,270.00,17703,6262,350,350,350,-5.7,0,
23643,SAMPLE,1,13,3,1.000,13.000,270.00,17703,6262,350,350,350,-5.3,0,
23691,TURN_L,1,13,2,1.000,13.000,270.00,16839,6694,350,350,350,-35.0,0,
24053,SAMPLE,1,13,2,1.000,13.000,254.85,16839,6694,350,350,350,-35.0,0,
24417,SAMPLE,1,13,2,1.000,13.000,221.93,16839,6694,350,350,350,-35.0,0,
24771,SAMPLE,1,13,2,1.000,13.000,191.37,16839,6694,350,350,350,-35.0,0,
25088,FWD,1,14,2,1.000,13.000,180.00,18214,7379,350,350,350,-0.4,0,
25440,SAMPLE,1,14,2,1.000,13.404,180.00,18214,7379,350,350,350,-2.1,0,
25757,FWD,1,15,2,1.000,14.000,180.00,19600,8070,350,350,350,1.2,0,
26107,SAMPLE,1,15,2,1.000,14.403,180.00,19600,8070,350,350,350,1.7,0,
26471,SAMPLE,1,15,2,1.000,14.689,180.00,19600,8070,350,350,350,0.6,0,
26821,SAMPLE,1,15,2,1.000,14.860,180.00,19600,8070,350,350,350,3.4,0,
27186,SAMPLE,1,15,2,1.000,14.956,180.00,19600,8070,350,350,350,5.7,0,
27540,SAMPLE,1,15,2,1.000,14.993,180.00,19600,8070,350,350,350,2.4,0,
27891,SAMPLE,1,15,2,1.000,15.000,180.00,19600,8070,350,350,350,3.9,0,
27973,TURN_L,1,15,1,1.000,15.000,180.00,18736,8502,350,350,350,-35.0,0,
28324,SAMPLE,1,15,1,1.000,15.000,165.66,18736,8502,350,350,350,-35.0,0,
28684,SAMPLE,1,15,1,1.000,15.000,133.39,18736,8502,350,350,350,-35.0,0,
29049,SAMPLE,1,15,1,1.000,15.000,101.64,18736,8502,350,350,350,-35.0,0,
29366,FWD,2,15,1,1.000,15.000,90.00,20109,9193,350,350,350,0.9,0,
29726,SAMPLE,2,15,1,1.413,15.000,90.00,20109,9193,350,350,350,-0.6,0,
30090,SAMPLE,2,15,1,1.696,15.000,90.00,20109,9193,350,350,350,-0.8,0,
30452,SAMPLE,2,15,1,1.868,15.000,90.00,20109,9193,350,350,350,-0.9,0,
30816,SAMPLE,2,15,1,1.959,15.000,90.00,20109,9193,350,350,350,-2.2,0,
31167,SAMPLE,2,15,1,1.994,15.000,90.00,20109,9193,350,350,350,-2.4,0,
31533,SAMPLE,2,15,1,2.000,15.000,90.00,20109,9193,350,350,350,-1.6,0,
31584,TURN_L,2,15,0,2.000,15.000,90.00,19245,9625,350,350,350,-35.0,0,
31946,SAMPLE,2,15,0,2.000,15.000,74.85,19245,9625,350,350,350,-35.0,0,
32309,SAMPLE,2,15,0,2.000,15.000,42.03,19245,9625,350,350,350,-35.0,0,
32660,SAMPLE,2,15,0,2.000,15.000,11.64,19245,9625,350,350,350,-35.0,0,
32977,FWD,2,14,0,2.000,15.000,0.00,20614,10312,350,350,350,-2.2,0,
33328,SAMPLE,2,14,0,2.000,14.596,0.00,20614,10312,350,350,350,-4.3,0,
33690,SAMPLE,2,14,0,2.000,14.311,0.00,20614,10312,350,350,350,-3.4,0,
34040,SAMPLE,2,14,0,2.000,14.140,0.00,20614,10312,350,350,350,-6.7,0,
34392,SAMPLE,2,14,0,2.000,14.047,0.00,20614,10312,350,350,350,-6.3,0,
34757,SAMPLE,2,14,0,2.000,14.007,0.00,20614,10312,350,350,350,-8.7,0,
35119,SAMPLE,2,14,0,2.000,14.000,0.00,20614,10312,350,350,350,-8.9,0,
35201,TURN_R,2,14,1,2.000,14.000,0.00,21478,9880,350,350,350,35.0,0,
35566,SAMPLE,2,14,1,2.000,14.000,15.38,21478,9880,350,350,350,35.0,0,
35931,SAMPLE,2,14,1,2.000,14.000,48.45,21478,9880,350,350,350,35.0,0,
36295,SAMPLE,2,14,1,2.000,14.000,79.55,21478,9880,350,350,350,35.0,0,
36594,FWD,3,14,1,2.000,14.000,90.00,22853,10562,350,350,350,1.0,0,
36960,SAMPLE,3,14,1,2.419,14.000,90.00,22853,10562,350,350,350,0.4,0,
37325,SAMPLE,3,14,1,2.700,14.000,90.00,22853,10562,350,350,350,2.2,0,
37676,SAMPLE,3,14,1,2.867,14.000,90.00,22853,10562,350,350,350,2.7,0,
38037,SAMPLE,3,14,1,2.958,14.000,90.00,22853,10562,350,350,350,0.2,0,
38387,SAMPLE,3,14,1,2.993,14.000,90.00,22853,10562,350,350,350,4.9,0,
38749,SAMPLE,3,14,1,3.000,14.000,90.00,22853,10562,350,350,350,2.5,0,
38816,TURN_R,3,14,2,3.000,14.000,90.00,23717,10130,350,350,350,35.0,0,
39168,SAMPLE,3,14,2,3.000,14.000,104.41,23717,10130,350,350,350,35.0,0,
39533,SAMPLE,3,14,2,3.000,14.000,137.19,23717,10130,350,350,350,35.0,0,
39883,SAMPLE,3,14,2,3.000,14.000,167.74,23717,10130,350,350,350,35.0,0,
40216,FWD,3,15,2,3.000,14.000,180.00,25084,10815,350,350,350,1.7,0,
40566,SAMPLE,3,15,2,3.000,14.403,180.00,25084,10815,350,350,350,3.5,0,
40930,SAMPLE,3,15,2,3.000,14.689,180.00,25084,10815,350,350,350,0.4,0,
41293,SAMPLE,3,15,2,3.000,14.865,180.00,25084,10815,350,350,350,0.7,0,
41656,SAMPLE,3,15,2,3.000,14.957,180.00,25084,10815,350,350,350,1.7,0,
42022,SAMPLE,3,15,2,3.000,14.994,180.00,25084,10815,350,350,350,0.9,0,
42374,SAMPLE,3,15,2,3.000,15.000,180.00,25084,10815,350,350,350,-0.1,0,
42442,TURN_L,3,15,1,3.000,15.000,180.00,24220,11247,350,350,350,-35.0,0,
42792,SAMPLE,3,15,1,3.000,15.000,165.73,24220,11247,350,350,350,-35.0,0,
43153,SAMPLE,3,15,1,3.000,15.000,133.39,24220,11247,350,350,350,-35.0,0,
43516,SAMPLE,3,15,1,3.000,15.000,101.78,24220,11247,350,350,350,-35.0,0,
43845,FWD,4,15,1,3.000,15.000,90.00,25589,11934,350,350,350,0.0,0,
44196,SAMPLE,4,15,1,3.404,15.000,90.00,25589,11934,350,350,350,-3.0,0,
44512,FWD,5,15,1,4.000,15.000,90.00,26964,12616,350,350,350,0.7,0,
44863,SAMPLE,5,15,1,4.404,15.000,90.00,26964,12616,350,350,350,0.6,0,
45177,FWD,6,15,1,5.000,15.000,90.00,28337,13304,350,350,350,2.1,0,
45543,SAMPLE,6,15,1,5.419,15.000,90.00,28337,13304,350,350,350,-0.2,0,
45841,FWD,7,15,1,6.000,15.000,90.00,29714,13991,350,350,350,-1.3,0,
46191,SAMPLE,7,15,1,6.403,15.000,90.00,29714,13991,350,350,350,1.2,0,
46506,FWD,8,15,1,7.000,15.000,90.00,31093,14673,350,350,350,5.8,0,
46870,SAMPLE,8,15,1,7.417,15.000,90.00,31093,14673,350,350,350,5.5,0,
47233,SAMPLE,8,15,1,7.697,15.000,90.00,31093,14673,350,350,350,10.7,0,
47598,SAMPLE,8,15,1,7.870,15.000,90.00,31093,14673,350,350,350,12.9,0,
47948,SAMPLE,8,15,1,7.958,15.000,90.00,31093,14673,350,350,350,14.0,0,
48301,SAMPLE,8,15,1,7.993,15.000,90.00,31093,14673,350,350,350,13.7,0,
48653,SAMPLE,8,15,1,8.000,15.000,90.00,31093,14673,350,350,350,12.6,0,
48721,TURN_L,8,15,0,8.000,15.000,90.00,30229,15105,350,350,350,-35.0,0,
49072,SAMPLE,8,15,0,8.000,15.000,75.73,30229,15105,350,350,350,-35.0,0,
49436,SAMPLE,8,15,0,8.000,15.000,43.00,30229,15105,350,350,350,-35.0,0,
49801,SAMPLE,8,15,0,8.000,15.000,11.44,30229,15105,350,350,350,-35.0,0,
50118,FWD,8,14,0,8.000,15.000,0.00,31602,15790,350,350,350,2.3,0,
50484,SAMPLE,8,14,0,8.000,14.582,0.00,31602,15790,350,350,350,6.9,0,
50848,SAMPLE,8,14,0,8.000,14.301,0.00,31602,15790,350,350,350,9.3,0,
51214,SAMPLE,8,14,0,8.000,14.128,0.00,31602,15790,350,350,350,13.2,0,
51580,SAMPLE,8,14,0,8.000,14.039,0.00,31602,15790,350,350,350,14.5,0,
51945,SAMPLE,8,14,0,8.000,14.005,0.00,31602,15790,350,350,350,11.2,0,
52311,SAMPLE,8,14,0,8.000,14.000,0.00,31602,15790,350,350,350,13.5,0,
52343,TURN_L,8,14,3,8.000,14.000,0.00,30738,16222,350,350,350,-35.0,0,
52709,SAMPLE,8,14,3,8.000,14.000,344.54,30738,16222,350,350,350,-35.0,0,
53073,SAMPLE,8,14,3,8.000,14.000,311.55,30738,16222,350,350,350,-35.0,0,
53426,SAMPLE,8,14,3,8.000,14.000,281.17,30738,16222,350,350,350,-35.0,0,
53745,FWD,7,14,3,8.000,14.000,270.00,32120,16908,350,350,350,6.7,0,
54111,SAMPLE,7,14,3,7.581,14.000,270.00,32120,16908,350,350,350,11.0,0,
54410,FWD,6,14,3,7.000,14.000,270.00,33488,17595,350,350,350,6.4,0,
54760,SAMPLE,6,14,3,6.597,14.000,270.00,33488,17595,350,350,350,8.5,0,
55126,SAMPLE,6,14,3,6.309,14.000,270.00,33488,17595,350,350,350,14.5,0,
55490,SAMPLE,6,14,3,6.134,14.000,270.00,33488,17595,350,350,350,15.2,0,
55841,SAMPLE,6,14,3,6.044,14.000,270.00,33488,17595,350,350,350,13.0,0,
56191,SAMPLE,6,14,3,6.007,14.000,270.00,33488,17595,350,350,350,13.7,0,
56551,SAMPLE,6,14,3,6.000,14.000,270.00,33488,17595,350,350,350,15.0,0,
56633,TURN_R,6,14,0,6.000,14.000,270.00,34352,17163,350,350,350,35.0,0,
56985,SAMPLE,6,14,0,6.000,14.000,284.41,34352,17163,350,350,350,35.0,0,
57351,SAMPLE,6,14,0,6.000,14.000,317.29,34352,17163,350,350,350,35.0,0,
57714,SAMPLE,6,14,0,6.000,14.000,348.69,34352,17163,350,350,350,35.0,0,
58028,FWD,6,13,0,6.000,14.000,0.00,35724,17849,350,350,350,3.6,0,
58380,SAMPLE,6,13,0,6.000,13.595,0.00,35724,17849,350,350,350,8.0,0,
58697,FWD,6,12,0,6.000,13.000,0.00,37091,18537,350,350,350,3.0,0,
59061,SAMPLE,6,12,0,6.000,12.582,0.00,37091,18537,350,350,350,9.2,0,
59417,SAMPLE,6,12,0,6.000,12.306,0.00,37091,18537,350,350,350,8.2,0,
59781,SAMPLE,6,12,0,6.000,12.132,0.00,37091,18537,350,350,350,10.7,0,
60135,SAMPLE,6,12,0,6.000,12.043,0.00,37091,18537,350,350,350,12.5,0,
60486,SAMPLE,6,12,0,6.000,12.007,0.00,37091,18537,350,350,350,13.4,0,
60851,SAMPLE,6,12,0,6.000,12.000,0.00,37091,18537,350,350,350,13.5,0,
60920,TURN_R,6,12,1,6.000,12.000,0.00,37955,18105,350,350,350,35.0,0,
61284,SAMPLE,6,12,1,6.000,12.000,15.38,37955,18105,350,350,350,35.0,0,
61650,SAMPLE,6,12,1,6.000,12.000,48.45,37955,18105,350,350,350,35.0,0,
62015,SAMPLE,6,12,1,6.000,12.000,79.68,37955,18105,350,350,350,35.0,0,
62314,FWD,7,12,1,6.000,12.000,90.00,39333,18792,350,350,350,5.9,0,
62679,SAMPLE,7,12,1,6.418,12.000,90.00,39333,18792,350,350,350,10.0,0,
63030,SAMPLE,7,12,1,6.691,12.000,90.00,39333,18792,350,350,350,9.5,0,
63380,SAMPLE,7,12,1,6.861,12.000,90.00,39333,18792,350,350,350,11.7,0,
63745,SAMPLE,7,12,1,6.956,12.000,90.00,39333,18792,350,350,350,13.2,0,
64097,SAMPLE,7,12,1,6.993,12.000,90.00,39333,18792,350,350,350,13.0,0,
64448,SAMPLE,7,12,1,7.000,12.000,90.00,39333,18792,350,350,350,14.4,0,
64532,TURN_R,7,12,2,7.000,12.000,90.00,40197,18360,350,350,350,35.0,0,
64897,SAMPLE,7,12,2,7.000,12.000,105.38,40197,18360,350,350,350,35.0,0,
65251,SAMPLE,7,12,2,7.000,12.000,137.39,40197,18360,350,350,350,35.0,0,
65603,SAMPLE,7,12,2,7.000,12.000,168.01,40197,18360,350,350,350,35.0,0,
65934,FWD,7,13,2,7.000,12.000,180.00,41562,19047,350,350,350,2.3,0,
66284,SAMPLE,7,13,2,7.000,12.403,180.00,41562,19047,350,350,350,6.6,0,
66650,SAMPLE,7,13,2,7.000,12.691,180.00,41562,19047,350,350,350,8.1,0,
67000,SAMPLE,7,13,2,7.000,12.861,180.00,41562,19047,350,350,350,8.1,0,
67364,SAMPLE,7,13,2,7.000,12.956,180.00,41562,19047,350,350,350,9.2,0,
67716,SAMPLE,7,13,2,7.000,12.993,180.00,41562,19047,350,350,350,13.3,0,
68066,SAMPLE,7,13,2,7.000,13.000,180.00,41562,19047,350,350,350,13.1,0,
68148,TURN_L,7,13,1,7.000,13.000,180.00,40698,19479,350,350,350,-35.0,0,
68501,SAMPLE,7,13,1,7.000,13.000,165.51,40698,19479,350,350,350,-35.0,0,
68864,SAMPLE,7,13,1,7.000,13.000,132.91,40698,19479,350,350,350,-35.0,0,
69227,SAMPLE,7,13,1,7.000,13.000,101.44,40698,19479,350,350,350,-35.0,0,
69544,FWD,8,13,1,7.000,13.000,90.00,42064,20161,350,350,350,4.5,0,
69909,SAMPLE,8,13,1,7.418,13.000,90.00,42064,20161,350,350,350,6.2,0,
70271,SAMPLE,8,13,1,7.697,13.000,90.00,42064,20161,350,350,350,7.9,0,
70636,SAMPLE,8,13,1,7.870,13.000,90.00,42064,20161,350,350,350,10.4,0,
71000,SAMPLE,8,13,1,7.960,13.000,90.00,42064,20161,350,350,350,12.9,0,
71365,SAMPLE,8,13,1,7.994,13.000,90.00,42064,20161,350,350,350,11.2,0,
71717,SAMPLE,8,13,1,8.000,13.000,90.00,42064,20161,350,350,350,10.6,0,
71767,TURN_L,8,13,0,8.000,13.000,90.00,41200,20593,350,350,350,-35.0,0,
72132,SAMPLE,8,13,0,8.000,13.000,74.70,41200,20593,350,350,350,-35.0,0,
72494,SAMPLE,8,13,0,8.000,13.000,41.84,41200,20593,350,350,350,-35.0,0,
72845,SAMPLE,8,13,0,8.000,13.000,11.51,41200,20593,350,350,350,-35.0,0,
73159,FWD,8,12,0,8.000,13.000,0.00,42584,21283,350,350,350,6.9,0,
73525,SAMPLE,8,12,0,8.000,12.581,0.00,42584,21283,350,350,350,7.5,0,
73879,SAMPLE,8,12,0,8.000,12.307,0.00,42584,21283,350,350,350,7.7,0,
74244,SAMPLE,8,12,0,8.000,12.132,0.00,42584,21283,350,350,350,11.9,0,
74595,SAMPLE,8,12,0,8.000,12.043,0.00,42584,21283,350,350,350,13.0,0,
74960,SAMPLE,8,12,0,8.000,12.006,0.00,42584,21283,350,350,350,12.9,0,
75310,SAMPLE,8,12,0,8.000,12.000,0.00,42584,21283,350,350,350,11.9,0,
75375,TURN_R,8,12,1,8.000,12.000,0.00,43448,20851,350,350,350,35.0,0,
75726,SAMPLE,8,12,1,8.000,12.000,14.34,43448,20851,350,350,350,35.0,0,
76089,SAMPLE,8,12,1,8.000,12.000,46.90,43448,20851,350,350,350,35.0,0,
76450,SAMPLE,8,12,1,8.000,12.000,78.29,43448,20851,350,350,350,35.0,0,
76767,FWD,9,12,1,8.000,12.000,90.00,44823,21540,350,350,350,3.2,0,
77130,SAMPLE,9,12,1,8.415,12.000,90.00,44823,21540,350,350,350,5.9,0,
77495,SAMPLE,9,12,1,8.698,12.000,90.00,44823,21540,350,350,350,7.3,0,
77846,SAMPLE,9,12,1,8.866,12.000,90.00,44823,21540,350,350,350,10.4,0,
78197,SAMPLE,9,12,1,8.956,12.000,90.00,44823,21540,350,350,350,11.5,0,
78550,SAMPLE,9,12,1,8.993,12.000,90.00,44823,21540,350,350,350,9.8,0,
78901,SAMPLE,9,12,1,9.000,12.000,90.00,44823,21540,350,350,350,12.9,0,
78983,TURN_L,9,12,0,9.000,12.000,90.00,43959,21972,350,350,350,-35.0,0,
79346,SAMPLE,9,12,0,9.000,12.000,74.77,43959,21972,350,350,350,-35.0,0,
79697,SAMPLE,9,12,0,9.000,12.000,43.10,43959,21972,350,350,350,-35.0,0,
80059,SAMPLE,9,12,0,9.000,12.000,11.64,43959,21972,350,350,350,-35.0,0,
80373,FWD,9,11,0,9.000,12.000,0.00,45337,22658,350,350,350,6.7,0,
80727,SAMPLE,9,11,0,9.000,11.593,0.00,45337,22658,350,350,350,9.7,0,
81077,SAMPLE,9,11,0,9.000,11.317,0.00,45337,22658,350,350,350,11.2,0,
81427,SAMPLE,9,11,0,9.000,11.144,0.00,45337,22658,350,350,350,12.7,0,
81790,SAMPLE,9,11,0,9.000,11.046,0.00,45337,22658,350,350,350,13.3,0,
82156,SAMPLE,9,11,0,9.000,11.007,0.00,45337,22658,350,350,350,13.1,0,
82510,SAMPLE,9,11,0,9.000,11.000,0.00,45337,22658,350,350,350,14.4,0,
82595,TURN_L,9,11,3,9.000,11.000,0.00,44473,23090,350,350,350,-35.0,0,
82961,SAMPLE,9,11,3,9.000,11.000,344.54,44473,23090,350,350,350,-35.0,0,
83312,SAMPLE,9,11,3,9.000,11.000,312.81,44473,23090,350,350,350,-35.0,0,
83663,SAMPLE,9,11,3,9.000,11.000,282.19,44473,23090,350,350,350,-35.0,0,
83996,FWD,8,11,3,9.000,11.000,270.00,45841,23773,350,350,350,5.4,0,
84346,SAMPLE,8,11,3,8.597,11.000,270.00,45841,23773,350,350,350,9.2,0,
84698,SAMPLE,8,11,3,8.318,11.000,270.00,45841,23773,350,350,350,11.1,0,
85050,SAMPLE,8,11,3,8.144,11.000,270.00,45841,23773,350,350,350,15.1,0,
85403,SAMPLE,8,11,3,8.048,11.000,270.00,45841,23773,350,350,350,13.0,0,
85755,SAMPLE,8,11,3,8.009,11.000,270.00,45841,23773,350,350,350,14.9,0,
86119,SAMPLE,8,11,3,8.000,11.000,270.00,45841,23773,350,350,350,16.2,0,
86220,TURN_R,8,11,0,8.000,11.000,270.00,46705,23341,350,350,350,35.0,0,
86585,SAMPLE,8,11,0,8.000,11.000,285.38,46705,23341,350,350,350,35.0,0,
86936,SAMPLE,8,11,0,8.000,11.000,317.09,46705,23341,350,350,350,35.0,0,
87299,SAMPLE,8,11,0,8.000,11.000,348.56,46705,23341,350,350,350,35.0,0,
87616,FWD,8,10,0,8.000,11.000,0.00,48079,24029,350,350,350,4.4,0,
87967,SAMPLE,8,10,0,8.000,10.596,0.00,48079,24029,350,350,350,8.5,0,
88280,FWD,8,9,0,8.000,10.000,0.00,49452,24716,350,350,350,3.6,0,
88630,SAMPLE,8,9,0,8.000,9.597,0.00,49452,24716,350,350,350,5.9,0,
88995,SAMPLE,8,9,0,8.000,9.310,0.00,49452,24716,350,350,350,6.4,0,
89346,SAMPLE,8,9,0,8.000,9.139,0.00,49452,24716,350,350,350,9.9,0,
89696,SAMPLE,8,9,0,8.000,9.047,0.00,49452,24716,350,350,350,12.0,0,
90060,SAMPLE,8,9,0,8.000,9.007,0.00,49452,24716,350,350,350,10.9,0,
90411,SAMPLE,8,9,0,8.000,9.000,0.00,49452,24716,350,350,350,11.1,0,
90496,TURN_R,8,9,1,8.000,9.000,0.00,50316,24284,350,350,350,35.0,0,
90848,SAMPLE,8,9,1,8.000,9.000,14.41,50316,24284,350,350,350,35.0,0,
91212,SAMPLE,8,9,1,8.000,9.000,47.19,50316,24284,350,350,350,35.0,0,
91562,SAMPLE,8,9,1,8.000,9.000,77.67,50316,24284,350,350,350,35.0,0,
91893,FWD,9,9,1,8.000,9.000,90.00,51693,24971,350,350,350,7.9,0,
92247,SAMPLE,9,9,1,8.407,9.000,90.00,51693,24971,350,350,350,8.7,0,
92565,FWD,10,9,1,9.000,9.000,90.00,53067,25661,350,350,350,4.2,0,
92915,SAMPLE,10,9,1,9.403,9.000,90.00,53067,25661,350,350,350,6.9,0,
93281,SAMPLE,10,9,1,9.691,9.000,90.00,53067,25661,350,350,350,8.3,0,
93632,SAMPLE,10,9,1,9.861,9.000,90.00,53067,25661,350,350,350,12.4,0,
93984,SAMPLE,10,9,1,9.954,9.000,90.00,53067,25661,350,350,350,12.3,0,
94347,SAMPLE,10,9,1,9.993,9.000,90.00,53067,25661,350,350,350,12.5,0,
94712,SAMPLE,10,9,1,10.000,9.000,90.00,53067,25661,350,350,350,14.3,0,
94779,TURN_L,10,9,0,10.000,9.000,90.00,52203,26093,350,350,350,-35.0,0,
95131,SAMPLE,10,9,0,10.000,9.000,75.59,52203,26093,350,350,350,-35.0,0,
95485,SAMPLE,10,9,0,10.000,9.000,43.88,52203,26093,350,350,350,-35.0,0,
95850,SAMPLE,10,9,0,10.000,9.000,11.99,52203,26093,350,350,350,-35.0,0,
96184,FWD,10,8,0,10.000,9.000,0.00,53570,26778,350,350,350,4.4,0,
96535,SAMPLE,10,8,0,10.000,8.596,0.00,53570,26778,350,350,350,6.0,0,
96851,FWD,10,7,0,10.000,8.000,0.00,54940,27469,350,350,350,-0.1,0,
97213,SAMPLE,10,7,0,10.000,7.585,0.00,54940,27469,350,350,350,0.4,0,
