ts_ms,event,x,y,heading,fx,fy,ang_z,enc1,enc2,tof_izq,tof_cen,tof_der,corr_pid,run_phase,extra
210190,SAMPLE,5,3,3,5.582,3.000,270.00,110439,56087,350,350,350,-3.2,0,
210505,FWD,4,3,3,5.000,3.000,270.00,111805,56772,350,350,350,-2.7,0,
210863,SAMPLE,4,3,3,4.588,3.000,270.00,111805,56772,350,350,350,-4.7,0,
211226,SAMPLE,4,3,3,4.306,3.000,270.00,111805,56772,350,350,350,-4.9,0,
211586,SAMPLE,4,3,3,4.133,3.000,270.00,111805,56772,350,350,350,-8.3,0,
211945,SAMPLE,4,3,3,4.042,3.000,270.00,111805,56772,350,350,350,-10.1,0,
212305,SAMPLE,4,3,3,4.006,3.000,270.00,111805,56772,350,350,350,-10.8,0,
212662,SAMPLE,4,3,3,4.000,3.000,270.00,111805,56772,350,350,350,-10.0,0,
212727,TURN_R,4,3,0,4.000,3.000,270.00,112669,56340,350,350,350,35.0,0,
213088,SAMPLE,4,3,0,4.000,3.000,285.15,112669,56340,350,350,350,35.0,0,
213447,SAMPLE,4,3,0,4.000,3.000,317.58,112669,56340,350,350,350,35.0,0,
213810,SAMPLE,4,3,0,4.000,3.000,348.89,112669,56340,350,350,350,35.0,0,
214120,FWD,4,2,0,4.000,3.000,0.00,114051,57023,350,350,350,0.6,0,
214485,SAMPLE,4,2,0,4.000,2.582,0.00,114051,57023,350,350,350,1.1,0,
214849,SAMPLE,4,2,0,4.000,2.302,0.00,114051,57023,350,350,350,1.2,0,
215211,SAMPLE,4,2,0,4.000,2.131,0.00,114051,57023,350,350,350,1.0,0,
215573,SAMPLE,4,2,0,4.000,2.040,0.00,114051,57023,350,350,350,3.2,0,
215935,SAMPLE,4,2,0,4.000,2.006,0.00,114051,57023,350,350,350,3.8,0,
216296,SAMPLE,4,2,0,4.000,2.000,0.00,114051,57023,350,350,350,6.7,0,
216346,TURN_R,4,2,1,4.000,2.000,0.00,114915,56591,350,350,350,35.0,0,
216706,SAMPLE,4,2,1,4.000,2.000,15.01,114915,56591,350,350,350,35.0,0,
217069,SAMPLE,4,2,1,4.000,2.000,47.77,114915,56591,350,350,350,35.0,0,
217419,SAMPLE,4,2,1,4.000,2.000,78.15,114915,56591,350,350,350,35.0,0,
217749,FWD,5,2,1,4.000,2.000,90.00,116287,57274,350,350,350,2.3,0,
218108,SAMPLE,5,2,1,4.413,2.000,90.00,116287,57274,350,350,350,3.7,0,
218470,SAMPLE,5,2,1,4.694,2.000,90.00,116287,57274,350,350,350,4.2,0,
218833,SAMPLE,5,2,1,4.868,2.000,90.00,116287,57274,350,350,350,4.6,0,
219197,SAMPLE,5,2,1,4.959,2.000,90.00,116287,57274,350,350,350,5.7,0,
219556,SAMPLE,5,2,1,4.994,2.000,90.00,116287,57274,350,350,350,8.1,0,
219918,SAMPLE,5,2,1,5.000,2.000,90.00,116287,57274,350,350,350,9.0,0,
219968,TURN_L,5,2,0,5.000,2.000,90.00,115423,57706,350,350,350,-35.0,0,
220319,SAMPLE,5,2,0,5.000,2.000,75.66,115423,57706,350,350,350,-35.0,0,
220674,SAMPLE,5,2,0,5.000,2.000,43.88,115423,57706,350,350,350,-35.0,0,
221036,SAMPLE,5,2,0,5.000,2.000,12.19,115423,57706,350,350,350,-35.0,0,
221365,FWD,5,1,0,5.000,2.000,0.00,116801,58390,350,350,350,3.5,0,
221725,SAMPLE,5,1,0,5.000,1.586,0.00,116801,58390,350,350,350,6.9,0,
222087,SAMPLE,5,1,0,5.000,1.305,0.00,116801,58390,350,350,350,9.8,0,
222450,SAMPLE,5,1,0,5.000,1.132,0.00,116801,58390,350,350,350,13.0,0,
222800,SAMPLE,5,1,0,5.000,1.043,0.00,116801,58390,350,350,350,12.6,0,
223165,SAMPLE,5,1,0,5.000,1.006,0.00,116801,58390,350,350,350,13.8,0,
223524,SAMPLE,5,1,0,5.000,1.000,0.00,116801,58390,350,350,350,13.7,0,
223589,TURN_L,5,1,3,5.000,1.000,0.00,115937,58822,350,350,350,-35.0,0,
223953,SAMPLE,5,1,3,5.000,1.000,344.62,115937,58822,350,350,350,-35.0,0,
224318,SAMPLE,5,1,3,5.000,1.000,311.55,115937,58822,350,350,350,-35.0,0,
224683,SAMPLE,5,1,3,5.000,1.000,280.38,115937,58822,350,350,350,-35.0,0,
224981,FWD,4,1,3,5.000,1.000,270.00,117310,59506,350,350,350,7.9,0,
225344,SAMPLE,4,1,3,4.584,1.000,270.00,117310,59506,350,350,350,10.4,0,
225655,FWD,3,1,3,4.000,1.000,270.00,118680,60189,350,350,350,7.1,0,
226015,SAMPLE,3,1,3,3.587,1.000,270.00,118680,60189,350,350,350,11.7,0,
226378,SAMPLE,3,1,3,3.305,1.000,270.00,118680,60189,350,350,350,13.5,0,
226739,SAMPLE,3,1,3,3.133,1.000,270.00,118680,60189,350,350,350,16.8,0,
227101,SAMPLE,3,1,3,3.042,1.000,270.00,118680,60189,350,350,350,17.3,0,
227463,SAMPLE,3,1,3,3.006,1.000,270.00,118680,60189,350,350,350,16.4,0,
227826,SAMPLE,3,1,3,3.000,1.000,270.00,118680,60189,350,350,350,17.2,0,
227876,TURN_L,3,1,2,3.000,1.000,270.00,117816,60621,350,350,350,-35.0,0,
228240,SAMPLE,3,1,2,3.000,1.000,254.77,117816,60621,350,350,350,-35.0,0,
228605,SAMPLE,3,1,2,3.000,1.000,221.74,117816,60621,350,350,350,-35.0,0,
228963,SAMPLE,3,1,2,3.000,1.000,190.91,117816,60621,350,350,350,-35.0,0,
229274,FWD,3,2,2,3.000,1.000,180.00,119184,61300,350,350,350,9.8,0,
229633,SAMPLE,3,2,2,3.000,1.412,180.00,119184,61300,350,350,350,14.3,0,
229948,FWD,3,3,2,3.000,2.000,180.00,120551,61987,350,350,350,9.8,0,
230312,SAMPLE,3,3,2,3.000,2.418,180.00,120551,61987,350,350,350,11.1,0,
230627,FWD,3,4,2,3.000,3.000,180.00,121911,62675,350,350,350,4.9,0,
230990,SAMPLE,3,4,2,3.000,3.416,180.00,121911,62675,350,350,350,6.0,0,
231304,FWD,3,5,2,3.000,4.000,180.00,123270,63362,350,350,350,-2.7,0,
231666,SAMPLE,3,5,2,3.000,4.415,180.00,123270,63362,350,350,350,-0.4,0,
231978,FWD,3,6,2,3.000,5.000,180.00,124645,64053,350,350,350,-3.3,0,
232343,SAMPLE,3,6,2,3.000,5.418,180.00,124645,64053,350,350,350,-4.8,0,
232705,SAMPLE,3,6,2,3.000,5.697,180.00,124645,64053,350,350,350,-3.2,0,
233065,SAMPLE,3,6,2,3.000,5.868,180.00,124645,64053,350,350,350,-0.9,0,
233415,SAMPLE,3,6,2,3.000,5.957,180.00,124645,64053,350,350,350,-5.2,0,
233781,SAMPLE,3,6,2,3.000,5.994,180.00,124645,64053,350,350,350,-6.2,0,
234144,SAMPLE,3,6,2,3.000,6.000,180.00,124645,64053,350,350,350,-4.5,0,
234193,TURN_L,3,6,1,3.000,6.000,180.00,123781,64485,350,350,350,-35.0,0,
234553,SAMPLE,3,6,1,3.000,6.000,164.99,123781,64485,350,350,350,-35.0,0,
234917,SAMPLE,3,6,1,3.000,6.000,132.03,123781,64485,350,350,350,-35.0,0,
235267,SAMPLE,3,6,1,3.000,6.000,101.85,123781,64485,350,350,350,-35.0,0,
235595,FWD,4,6,1,3.000,6.000,90.00,125148,65172,350,350,350,-3.7,0,
235956,SAMPLE,4,6,1,3.413,6.000,90.00,125148,65172,350,350,350,-5.3,0,
236316,SAMPLE,4,6,1,3.694,6.000,90.00,125148,65172,350,350,350,-4.7,0,
236675,SAMPLE,4,6,1,3.866,6.000,90.00,125148,65172,350,350,350,-9.1,0,
237040,SAMPLE,4,6,1,3.958,6.000,90.00,125148,65172,350,350,350,-10.4,0,
237406,SAMPLE,4,6,1,3.994,6.000,90.00,125148,65172,350,350,350,-13.2,0,
237766,SAMPLE,4,6,1,4.000,6.000,90.00,125148,65172,350,350,350,-12.9,0,
237814,TURN_L,4,6,0,4.000,6.000,90.00,124284,65604,350,350,350,-35.0,0,
238175,SAMPLE,4,6,0,4.000,6.000,74.92,124284,65604,350,350,350,-35.0,0,
238537,SAMPLE,4,6,0,4.000,6.000,42.23,124284,65604,350,350,350,-35.0,0,
238898,SAMPLE,4,6,0,4.000,6.000,11.11,124284,65604,350,350,350,-35.0,0,
239212,FWD,4,5,0,4.000,6.000,0.00,125660,66291,350,350,350,-3.7,0,
239572,SAMPLE,4,5,0,4.000,5.587,0.00,125660,66291,350,350,350,-1.7,0,
239885,FWD,4,4,0,4.000,5.000,0.00,127027,66974,350,350,350,-1.4,0,
240250,SAMPLE,4,4,0,4.000,4.582,0.00,127027,66974,350,350,350,-3.1,0,
240601,SAMPLE,4,4,0,4.000,4.309,0.00,127027,66974,350,350,350,-4.9,0,
240964,SAMPLE,4,4,0,4.000,4.134,0.00,127027,66974,350,350,350,-3.2,0,
241315,SAMPLE,4,4,0,4.000,4.044,0.00,127027,66974,350,350,350,-5.6,0,
241675,SAMPLE,4,4,0,4.000,4.007,0.00,127027,66974,350,350,350,-6.8,0,
242034,SAMPLE,4,4,0,4.000,4.000,0.00,127027,66974,350,350,350,-7.6,0,
242099,TURN_R,4,4,1,4.000,4.000,0.00,127891,66542,350,350,350,35.0,0,
242462,SAMPLE,4,4,1,4.000,4.000,15.30,127891,66542,350,350,350,35.0,0,
242827,SAMPLE,4,4,1,4.000,4.000,48.36,127891,66542,350,350,350,35.0,0,
243188,SAMPLE,4,4,1,4.000,4.000,79.29,127891,66542,350,350,350,35.0,0,
243488,FWD,5,4,1,4.000,4.000,90.00,129263,67226,350,350,350,-2.2,0,
243851,SAMPLE,5,4,1,4.416,4.000,90.00,129263,67226,350,350,350,-2.5,0,
244211,SAMPLE,5,4,1,4.695,4.000,90.00,129263,67226,350,350,350,-3.5,0,
244574,SAMPLE,5,4,1,4.868,4.000,90.00,129263,67226,350,350,350,-5.0,0,
244935,SAMPLE,5,4,1,4.959,4.000,90.00,129263,67226,350,350,350,-3.6,0,
245296,SAMPLE,5,4,1,4.994,4.000,90.00,129263,67226,350,350,350,-4.9,0,
245647,SAMPLE,5,4,1,5.000,4.000,90.00,129263,67226,350,350,350,-4.2,0,
245712,TURN_R,5,4,2,5.000,4.000,90.00,130127,66794,350,350,350,35.0,0,
246076,SAMPLE,5,4,2,5.000,4.000,105.30,130127,66794,350,350,350,35.0,0,
246438,SAMPLE,5,4,2,5.000,4.000,138.07,130127,66794,350,350,350,35.0,0,
246803,SAMPLE,5,4,2,5.000,4.000,169.36,130127,66794,350,350,350,35.0,0,
247116,FWD,5,5,2,5.000,4.000,180.00,131502,67480,350,350,350,-1.3,0,
247478,SAMPLE,5,5,2,5.000,4.415,180.00,131502,67480,350,350,350,-1.9,0,
247843,SAMPLE,5,5,2,5.000,4.697,180.00,131502,67480,350,350,350,-2.3,0,
248204,SAMPLE,5,5,2,5.000,4.869,180.00,131502,67480,350,350,350,-2.1,0,
248564,SAMPLE,5,5,2,5.000,4.959,180.00,131502,67480,350,350,350,-2.9,0,
248927,SAMPLE,5,5,2,5.000,4.994,180.00,131502,67480,350,350,350,-2.9,0,
249290,SAMPLE,5,5,2,5.000,5.000,180.00,131502,67480,350,350,350,-1.1,0,
249340,TURN_L,5,5,1,5.000,5.000,180.00,130638,67912,350,350,350,-35.0,0,
249703,SAMPLE,5,5,1,5.000,5.000,164.85,130638,67912,350,350,350,-35.0,0,
250062,SAMPLE,5,5,1,5.000,5.000,132.32,130638,67912,350,350,350,-35.0,0,
250427,SAMPLE,5,5,1,5.000,5.000,100.91,130638,67912,350,350,350,-35.0,0,
250742,FWD,6,5,1,5.000,5.000,90.00,132005,68600,350,350,350,-2.7,0,
251104,SAMPLE,6,5,1,5.415,5.000,90.00,132005,68600,350,350,350,-3.2,0,
251414,FWD,7,5,1,6.000,5.000,90.00,133388,69284,350,350,350,0.7,0,
251773,SAMPLE,7,5,1,6.412,5.000,90.00,133388,69284,350,350,350,2.6,0,
252088,FWD,8,5,1,7.000,5.000,90.00,134756,69972,350,350,350,2.0,0,
252449,SAMPLE,8,5,1,7.414,5.000,90.00,134756,69972,350,350,350,-3.0,0,
252812,SAMPLE,8,5,1,7.696,5.000,90.00,134756,69972,350,350,350,-2.3,0,
253172,SAMPLE,8,5,1,7.867,5.000,90.00,134756,69972,350,350,350,-3.7,0,
253535,SAMPLE,8,5,1,7.959,5.000,90.00,134756,69972,350,350,350,-3.9,0,
253899,SAMPLE,8,5,1,7.994,5.000,90.00,134756,69972,350,350,350,-3.6,0,
254261,SAMPLE,8,5,1,8.000,5.000,90.00,134756,69972,350,350,350,-4.6,0,
254311,TURN_R,8,5,2,8.000,5.000,90.00,135620,69540,350,350,350,35.0,0,
254673,SAMPLE,8,5,2,8.000,5.000,105.15,135620,69540,350,350,350,35.0,0,
255033,SAMPLE,8,5,2,8.000,5.000,137.68,135620,69540,350,350,350,35.0,0,
255393,SAMPLE,8,5,2,8.000,5.000,168.76,135620,69540,350,350,350,35.0,0,
255709,FWD,8,6,2,8.000,5.000,180.00,136998,70226,350,350,350,1.9,0,
256072,SAMPLE,8,6,2,8.000,5.417,180.00,136998,70226,350,350,350,2.7,0,
256381,FWD,8,7,2,8.000,6.000,180.00,138371,70907,350,350,350,3.2,0,
256381,GOAL,8,7,2,8.000,6.000,180.00,138371,70907,350,350,350,2.5,0,
